Mean WTP,Confidence Interval WTP,Mean WTP per,Confidence Interval WTP oer
106.9114754,8.909356764,0.287445902,0.073827625
96.31192661,12.94690227,0.221412844,0.03178944
107.0515464,17.30985963,0.268391753,0.063117173
118.4444444,16.42809044,0.378818182,0.217674834
